"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Families Receiving Food Stamp/SNAP Benefits","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Census Tract","06067004012","CA","06067004012","=""06067004012""","2.03","2017-2021","2020","Census","California (State)"
"Census Tract","06067004013","CA","06067004013","=""06067004013""","3.33","2017-2021","2020","Census","California (State)"
"Census Tract","06067004014","CA","06067004014","=""06067004014""","12.62","2017-2021","2020","Census","California (State)"
"Census Tract","06067004015","CA","06067004015","=""06067004015""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067004016","CA","06067004016","=""06067004016""","13.45","2017-2021","2020","Census","California (State)"
"Census Tract","06067004017","CA","06067004017","=""06067004017""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067004018","CA","06067004018","=""06067004018""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067004019","CA","06067004019","=""06067004019""","19.22","2017-2021","2020","Census","California (State)"
"Census Tract","06067004020","CA","06067004020","=""06067004020""","23.83","2017-2021","2020","Census","California (State)"
"Census Tract","06067004100","CA","06067004100","=""06067004100""","22.99","2017-2021","2020","Census","California (State)"
"Census Tract","06067004201","CA","06067004201","=""06067004201""","25.43","2017-2021","2020","Census","California (State)"
"Census Tract","06067004202","CA","06067004202","=""06067004202""","22.80","2017-2021","2020","Census","California (State)"
"Census Tract","06067004203","CA","06067004203","=""06067004203""","37.82","2017-2021","2020","Census","California (State)"
"Census Tract","06067004301","CA","06067004301","=""06067004301""","20.36","2017-2021","2020","Census","California (State)"
"Census Tract","06067004302","CA","06067004302","=""06067004302""","15.74","2017-2021","2020","Census","California (State)"
"Census Tract","06067004401","CA","06067004401","=""06067004401""","19.84","2017-2021","2020","Census","California (State)"
"Census Tract","06067004402","CA","06067004402","=""06067004402""","30.60","2017-2021","2020","Census","California (State)"
"Census Tract","06067004501","CA","06067004501","=""06067004501""","32.90","2017-2021","2020","Census","California (State)"
"Census Tract","06067004502","CA","06067004502","=""06067004502""","21.75","2017-2021","2020","Census","California (State)"
"Census Tract","06067004602","CA","06067004602","=""06067004602""","48.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067004603","CA","06067004603","=""06067004603""","39.41","2017-2021","2020","Census","California (State)"
"Census Tract","06067004604","CA","06067004604","=""06067004604""","27.83","2017-2021","2020","Census","California (State)"
"Census Tract","06067004701","CA","06067004701","=""06067004701""","37.04","2017-2021","2020","Census","California (State)"
"Census Tract","06067004702","CA","06067004702","=""06067004702""","26.06","2017-2021","2020","Census","California (State)"
"Census Tract","06067004801","CA","06067004801","=""06067004801""","28.85","2017-2021","2020","Census","California (State)"
"Census Tract","06067004802","CA","06067004802","=""06067004802""","20.24","2017-2021","2020","Census","California (State)"
"Census Tract","06067004904","CA","06067004904","=""06067004904""","27.29","2017-2021","2020","Census","California (State)"
"Census Tract","06067004906","CA","06067004906","=""06067004906""","14.89","2017-2021","2020","Census","California (State)"
"Census Tract","06067004907","CA","06067004907","=""06067004907""","62.13","2017-2021","2020","Census","California (State)"
"Census Tract","06067004908","CA","06067004908","=""06067004908""","14.96","2017-2021","2020","Census","California (State)"
"Census Tract","06067004909","CA","06067004909","=""06067004909""","28.54","2017-2021","2020","Census","California (State)"
"Census Tract","06067004910","CA","06067004910","=""06067004910""","23.61","2017-2021","2020","Census","California (State)"
"Census Tract","06067005002","CA","06067005002","=""06067005002""","47.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067005003","CA","06067005003","=""06067005003""","18.45","2017-2021","2020","Census","California (State)"
"Census Tract","06067005004","CA","06067005004","=""06067005004""","41.72","2017-2021","2020","Census","California (State)"
"Census Tract","06067005101","CA","06067005101","=""06067005101""","27.44","2017-2021","2020","Census","California (State)"
"Census Tract","06067005102","CA","06067005102","=""06067005102""","32.84","2017-2021","2020","Census","California (State)"
"Census Tract","06067005201","CA","06067005201","=""06067005201""","25.48","2017-2021","2020","Census","California (State)"
"Census Tract","06067005202","CA","06067005202","=""06067005202""","6.04","2017-2021","2020","Census","California (State)"
"Census Tract","06067005204","CA","06067005204","=""06067005204""","5.76","2017-2021","2020","Census","California (State)"
"Census Tract","06067005205","CA","06067005205","=""06067005205""","10.97","2017-2021","2020","Census","California (State)"
"Census Tract","06067005301","CA","06067005301","=""06067005301""","38.96","2017-2021","2020","Census","California (State)"
"Census Tract","06067005402","CA","06067005402","=""06067005402""","10.09","2017-2021","2020","Census","California (State)"
"Census Tract","06067005403","CA","06067005403","=""06067005403""","3.30","2017-2021","2020","Census","California (State)"
"Census Tract","06067005404","CA","06067005404","=""06067005404""","2.63","2017-2021","2020","Census","California (State)"
"Census Tract","06067005502","CA","06067005502","=""06067005502""","37.67","2017-2021","2020","Census","California (State)"
"Census Tract","06067005505","CA","06067005505","=""06067005505""","41.01","2017-2021","2020","Census","California (State)"
"Census Tract","06067005506","CA","06067005506","=""06067005506""","34.37","2017-2021","2020","Census","California (State)"
"Census Tract","06067005508","CA","06067005508","=""06067005508""","17.32","2017-2021","2020","Census","California (State)"
"Census Tract","06067005509","CA","06067005509","=""06067005509""","25.69","2017-2021","2020","Census","California (State)"
"Census Tract","06067005510","CA","06067005510","=""06067005510""","40.35","2017-2021","2020","Census","California (State)"
"Census Tract","06067005601","CA","06067005601","=""06067005601""","39.35","2017-2021","2020","Census","California (State)"
"Census Tract","06067005605","CA","06067005605","=""06067005605""","30.88","2017-2021","2020","Census","California (State)"
"Census Tract","06067005606","CA","06067005606","=""06067005606""","20.79","2017-2021","2020","Census","California (State)"
"Census Tract","06067005701","CA","06067005701","=""06067005701""","10.62","2017-2021","2020","Census","California (State)"
"Census Tract","06067005702","CA","06067005702","=""06067005702""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067005801","CA","06067005801","=""06067005801""","8.71","2017-2021","2020","Census","California (State)"
"Census Tract","06067005803","CA","06067005803","=""06067005803""","0.00","2017-2021","2020","Census","California (State)"
"Census Tract","06067005804","CA","06067005804","=""06067005804""","3.47","2017-2021","2020","Census","California (State)"
"Census Tract","06067005901","CA","06067005901","=""06067005901""","6.77","2017-2021","2020","Census","California (State)"
"Census Tract","06067005903","CA","06067005903","=""06067005903""","24.78","2017-2021","2020","Census","California (State)"
"Census Tract","06067005904","CA","06067005904","=""06067005904""","15.04","2017-2021","2020","Census","California (State)"
"Census Tract","06067006002","CA","06067006002","=""06067006002""","20.88","2017-2021","2020","Census","California (State)"
"Census Tract","06067006003","CA","06067006003","=""06067006003""","21.89","2017-2021","2020","Census","California (State)"
"Census Tract","06067006004","CA","06067006004","=""06067006004""","9.83","2017-2021","2020","Census","California (State)"
"Census Tract","06067006101","CA","06067006101","=""06067006101""","30.54","2017-2021","2020","Census","California (State)"
"Census Tract","06067006102","CA","06067006102","=""06067006102""","30.51","2017-2021","2020","Census","California (State)"
"Census Tract","06067006202","CA","06067006202","=""06067006202""","34.22","2017-2021","2020","Census","California (State)"
"Census Tract","06067006203","CA","06067006203","=""06067006203""","47.08","2017-2021","2020","Census","California (State)"
"Census Tract","06067006204","CA","06067006204","=""06067006204""","40.14","2017-2021","2020","Census","California (State)"
"Census Tract","06067006300","CA","06067006300","=""06067006300""","31.80","2017-2021","2020","Census","California (State)"
"Census Tract","06067006400","CA","06067006400","=""06067006400""","26.09","2017-2021","2020","Census","California (State)"
"Census Tract","06067006501","CA","06067006501","=""06067006501""","36.98","2017-2021","2020","Census","California (State)"
"Census Tract","06067006502","CA","06067006502","=""06067006502""","11.15","2017-2021","2020","Census","California (State)"
"Census Tract","06067006600","CA","06067006600","=""06067006600""","33.18","2017-2021","2020","Census","California (State)"
"Census Tract","06067006703","CA","06067006703","=""06067006703""","23.68","2017-2021","2020","Census","California (State)"
"Census Tract","06067006704","CA","06067006704","=""06067006704""","15.48","2017-2021","2020","Census","California (State)"
"Census Tract","06067006705","CA","06067006705","=""06067006705""","40.61","2017-2021","2020","Census","California (State)"
"Census Tract","06067006706","CA","06067006706","=""06067006706""","22.20","2017-2021","2020","Census","California (State)"
"Census Tract","06067006801","CA","06067006801","=""06067006801""","38.10","2017-2021","2020","Census","California (State)"
"Census Tract","06067006802","CA","06067006802","=""06067006802""","24.59","2017-2021","2020","Census","California (State)"
"Census Tract","06067006803","CA","06067006803","=""06067006803""","36.25","2017-2021","2020","Census","California (State)"
"Census Tract","06067006901","CA","06067006901","=""06067006901""","11.42","2017-2021","2020","Census","California (State)"
"Census Tract","06067006902","CA","06067006902","=""06067006902""","21.40","2017-2021","2020","Census","California (State)"
"Census Tract","06067007001","CA","06067007001","=""06067007001""","15.07","2017-2021","2020","Census","California (State)"
"Census Tract","06067007007","CA","06067007007","=""06067007007""","14.09","2017-2021","2020","Census","California (State)"
"Census Tract","06067007010","CA","06067007010","=""06067007010""","9.61","2017-2021","2020","Census","California (State)"
